HRHHID,HRMONTH,HRYEAR4_0,HEFAMINC_0,HRMIS_0,HRHHID2,GESTFIPS_0,PRTAGE_0,PEMARITL_0,PESEX_0,PEEDUCA_0,PTDTRACE_0,PULINENO,PEHSPNON_0,PRCITSHP_0,PEMLR_0,PEHRUSL1_0,PWSSWGT_0,PTIO1OCD_0,employed_0,teacher_0,HRYEAR4_1,HEFAMINC_1,HRMIS_1,GESTFIPS_1,PRTAGE_1,PEMARITL_1,PESEX_1,PEEDUCA_1,PTDTRACE_1,PEHSPNON_1,PRCITSHP_1,PEMLR_1,PEHRUSL1_1,PWSSWGT_1,PTIO1OCD_1,employed_1,teacher_1,still_teacher,leaver,dest
044918240220102,4,2024,12,3,17011,22,36,2,2,43,2,1,2,1,1,40,1863.7272,2310,1,1,2025,12,7,22,37,2,2,43,2,2,1,1,40,2388.6907,2310,1,1,1,0,still teacher
120774300260032,4,2024,9,2,17011,22,46,1,2,43,1,1,2,1,1,40,1490.4998,2310,1,1,2025,13,6,22,47,1,2,43,1,2,1,1,40,1465.8031,2310,1,1,1,0,still teacher
624905013995850,4,2024,13,4,17011,26,54,1,1,43,1,1,2,1,1,40,4162.1896,2310,1,1,2025,15,8,26,55,1,1,43,1,2,1,1,40,5616.3349,2320,1,1,1,0,still teacher
110558021201884,4,2024,12,3,17011,28,58,1,2,43,1,2,2,1,1,35,1202.9359,2300,1,1,2025,11,7,28,59,1,2,43,1,2,1,2,35,1277.4321,2300,1,1,1,0,still teacher
006100377398916,4,2024,15,4,17011,30,39,1,2,44,1,2,2,1,2,60,631.089,2310,1,1,2025,15,8,30,40,1,2,44,1,2,1,1,40,816.5871,2310,1,1,1,0,still teacher
008140334352711,4,2024,14,3,17011,34,66,4,2,44,1,1,2,1,1,70,4203.4344,2320,1,1,2025,15,7,34,67,4,2,44,1,2,1,1,60,4058.3852,2310,1,1,1,0,still teacher
107160366639989,4,2024,7,2,17011,36,63,6,2,44,1,1,2,1,1,-4,4282.0641,2300,1,1,2025,11,6,36,64,6,2,44,1,2,1,1,40,6293.3343,2310,1,1,1,0,still teacher
005170314134584,4,2024,15,3,17011,37,34,1,2,43,1,2,2,1,1,40,3305.8844,2310,1,1,2025,15,7,37,35,1,2,43,1,2,1,1,40,3505.5735,2310,1,1,1,0,still teacher
160991500975923,4,2024,16,3,17011,39,54,1,1,44,2,1,2,1,1,40,7462.8407,2310,1,1,2025,16,7,39,55,1,1,46,2,2,1,1,40,7927.2098,230,1,0,0,1,other occupation
160991500975923,4,2024,16,3,17011,39,47,1,2,44,2,2,2,1,1,40,7152.4284,2310,1,1,2025,16,7,39,48,1,2,44,2,2,1,1,40,8208.7557,2310,1,1,1,0,still teacher
411500323627932,4,2024,16,4,17011,39,49,4,2,44,1,1,2,1,1,45,4729.979,2310,1,1,2025,16,8,39,50,4,2,44,1,2,1,1,40,3600.9657,2320,1,1,1,0,still teacher
054083050411464,4,2024,15,4,17011,41,56,1,2,40,1,2,2,1,1,32,2130.172,2300,1,1,2025,15,8,41,57,1,2,40,1,2,1,1,36,2554.131,2300,1,1,1,0,still teacher
107140480401241,4,2024,13,4,17011,44,70,5,2,43,1,1,2,1,1,24,843.7068,2310,1,1,2025,12,8,44,70,5,2,43,1,2,1,1,14,836.7459,2310,1,1,1,0,still teacher
571800407608748,4,2024,15,3,17011,47,30,1,1,43,1,1,2,1,1,40,4022.4163,2320,1,1,2025,15,7,47,31,1,1,43,1,2,1,1,40,3953.7694,2310,1,1,1,0,still teacher
848103011442240,4,2024,16,2,17011,48,56,1,2,43,1,1,2,1,1,50,5789.9264,2310,1,1,2025,16,6,48,57,1,2,43,1,2,1,1,45,3911.6684,2320,1,1,1,0,still teacher
001120004214660,4,2024,16,3,17111,2,55,1,1,43,1,2,2,1,1,50,547.5044,2310,1,1,2025,16,7,2,55,1,1,43,1,2,1,1,40,607.3195,10,1,0,0,1,other occupation
005180243117957,4,2024,14,3,17111,28,50,6,2,43,2,2,2,1,1,40,1764.1629,2310,1,1,2025,13,7,28,51,6,2,43,2,2,1,1,40,1784.9598,2320,1,1,1,0,still teacher
825303011912710,4,2024,6,3,17111,28,47,6,2,44,2,2,2,1,1,40,1796.2475,2310,1,1,2025,4,7,28,48,6,2,44,2,2,1,1,40,2016.7099,2310,1,1,1,0,still teacher
811700205707435,4,2024,13,2,17111,34,41,1,2,44,4,2,2,5,1,7,4634.7166,2310,1,1,2025,8,6,34,42,1,2,44,4,2,5,7,-1,4349.2096,-1,0,0,0,1,out of labor force
431400100434456,4,2024,13,3,17111,54,21,1,2,40,1,2,2,1,1,25,1109.2675,2300,1,1,2025,12,7,54,22,1,2,43,1,2,1,1,5,1258.0014,4600,1,0,0,1,other occupation
920061109000092,4,2024,16,4,17011,2,47,1,2,44,1,1,2,1,1,55,565.6019,2320,1,1,2025,16,8,2,48,2,2,44,1,2,1,1,50,744.8457,2310,1,1,1,0,still teacher
407500213947750,4,2024,13,3,17011,4,41,6,2,44,1,1,2,1,1,40,4385.0915,2310,1,1,2025,13,7,4,42,6,2,44,1,2,1,1,40,4711.578,5940,1,0,0,1,other occupation
408800017267310,4,2024,14,2,17011,4,40,6,2,44,1,1,2,1,1,50,4114.7055,2310,1,1,2025,14,6,4,41,6,2,44,1,2,1,1,45,3280.2826,2310,1,1,1,0,still teacher
200985051006168,4,2024,11,2,17011,5,25,6,2,43,1,1,2,1,1,40,2332.4723,2310,1,1,2025,11,6,5,26,6,2,43,1,2,1,1,40,2332.0875,2310,1,1,1,0,still teacher
170350700659440,4,2024,16,2,17011,6,42,1,2,44,4,2,2,4,1,40,4276.7825,2310,1,1,2025,16,6,6,44,1,2,44,4,2,4,1,40,4346.7144,2310,1,1,1,0,still teacher
205160045732701,4,2024,16,1,17011,6,52,1,2,43,1,1,2,1,1,40,4020.7593,2310,1,1,2025,16,5,6,53,1,2,43,1,2,1,1,40,3598.6389,2310,1,1,1,0,still teacher
171070500661840,4,2024,16,3,17011,6,58,1,2,44,1,2,2,1,1,40,3935.3556,2300,1,1,2025,16,7,6,59,1,2,44,1,2,1,5,-1,4328.8414,-1,0,0,0,1,out of labor force
980406071025716,4,2024,16,1,17011,6,46,1,2,44,1,2,2,1,1,35,3990.5295,2310,1,1,2025,16,5,6,47,1,2,44,1,2,1,1,38,3944.7891,2310,1,1,1,0,still teacher
109160038460036,4,2024,13,1,17011,6,66,1,2,44,4,1,2,4,1,30,4427.7722,2310,1,1,2025,13,5,6,67,1,2,44,4,2,4,1,35,5694.8404,2320,1,1,1,0,still teacher
000059079716520,4,2024,16,2,17011,6,25,1,2,43,1,2,1,1,1,40,3960.7752,2310,1,1,2025,16,6,6,26,1,2,43,1,1,1,2,40,5020.8009,2310,1,1,1,0,still teacher
050225095216133,4,2024,14,1,17011,6,39,6,2,43,1,4,2,1,1,24,4738.5113,2310,1,1,2025,15,5,6,40,6,2,43,1,2,1,1,30,4951.4558,2320,1,1,1,0,still teacher
170687800547021,4,2024,15,3,17011,15,57,1,2,43,4,1,2,5,1,40,709.838,2310,1,1,2025,15,7,15,59,1,2,43,4,2,5,1,40,653.3551,2310,1,1,1,0,still teacher
936775591070015,4,2024,16,4,17011,16,50,1,2,43,1,1,2,1,1,40,943.713,2310,1,1,2025,16,8,16,51,1,2,43,1,2,1,1,40,1295.4402,2360,1,0,0,1,other occupation
071303035117958,4,2024,15,4,17011,17,25,6,2,43,1,1,2,1,1,40,5834.2774,2310,1,1,2025,15,8,17,26,6,2,43,1,2,1,1,40,6450.7137,2320,1,1,1,0,still teacher
280437051176428,4,2024,16,1,17011,17,74,1,1,44,1,1,2,4,1,20,4274.363,2310,1,1,2025,14,5,17,75,1,1,44,1,2,4,1,40,4060.8517,2310,1,1,1,0,still teacher
251600407230718,4,2024,16,2,17011,17,49,1,2,44,1,1,2,1,1,38,3743.8046,2330,1,1,2025,16,6,17,50,1,2,44,1,2,1,1,40,4718.1969,2330,1,1,1,0,still teacher
031067064617955,4,2024,12,1,17011,17,54,6,2,40,1,1,2,1,1,40,5266.6613,2310,1,1,2025,14,5,17,54,6,2,40,1,2,1,1,35,4919.7906,2545,1,0,0,1,other occupation
731400100414816,4,2024,15,2,17011,18,27,1,2,43,1,2,2,1,1,40,4284.174,2310,1,1,2025,15,6,18,28,1,2,43,1,2,1,2,40,4982.631,2310,1,1,1,0,still teacher
071081017018923,4,2024,14,2,17011,18,49,4,2,39,3,5,2,4,1,40,6488.4876,2300,1,1,2025,14,6,18,50,4,2,39,3,2,4,1,40,5660.9082,2545,1,0,0,1,other occupation
917901016849580,4,2024,16,1,17011,19,46,1,1,43,1,2,2,1,1,40,2293.6881,2320,1,1,2025,16,5,19,47,1,1,43,1,2,1,1,48,2766.0425,3870,1,0,0,1,other occupation
130645200051622,4,2024,15,2,17012,20,40,6,2,44,1,2,2,1,1,40,2204.5284,2320,1,1,2025,15,6,20,41,6,2,44,1,2,1,1,40,1461.7258,2320,1,1,1,0,still teacher
032081026210935,4,2024,12,3,17011,20,38,6,2,44,1,1,2,1,1,40,3243.6804,2330,1,1,2025,12,7,20,39,6,2,44,1,2,1,1,40,2669.2247,2310,1,1,1,0,still teacher
370162542021970,4,2024,16,2,17011,27,44,1,2,44,1,2,2,1,1,40,2946.0017,2310,1,1,2025,16,6,27,44,1,2,44,1,2,1,1,40,3955.572,2310,1,1,1,0,still teacher
063095023511062,4,2024,11,4,17011,31,73,4,2,43,2,1,2,1,1,-4,1196.6369,2320,1,1,2025,11,8,31,73,4,2,43,2,2,1,1,10,1078.1974,2300,1,1,1,0,still teacher
240113943031611,4,2024,15,1,17011,31,42,1,2,44,1,2,2,1,1,40,2039.9409,2310,1,1,2025,16,5,31,43,1,2,44,1,2,1,1,40,1630.9663,2310,1,1,1,0,still teacher
075902660633112,4,2024,16,4,17011,32,54,1,2,42,1,2,2,1,1,40,2352.6728,2310,1,1,2025,15,8,32,55,1,2,42,1,2,1,5,-1,2417.7187,2310,0,0,0,1,out of labor force
622531583090319,4,2024,14,3,17011,32,22,1,2,39,2,2,2,1,1,40,4153.9504,2300,1,1,2025,12,7,32,23,1,2,40,2,2,1,1,40,3559.9107,2545,1,0,0,1,other occupation
804120361952989,4,2024,16,1,17011,32,50,1,1,44,1,1,2,1,1,40,2157.4716,2310,1,1,2025,16,5,32,51,1,1,44,1,2,1,1,40,2438.9078,2310,1,1,1,0,still teacher
804120361952989,4,2024,16,1,17011,32,52,1,2,44,1,2,1,1,1,40,2069.501,2310,1,1,2025,16,5,32,53,1,2,44,1,1,1,1,40,3150.9175,2310,1,1,1,0,still teacher
160791500575923,4,2024,15,2,17011,35,41,1,1,44,1,1,1,1,1,40,1183.8963,2320,1,1,2025,15,6,35,42,1,1,44,1,1,1,1,40,1510.8034,2310,1,1,1,0,still teacher
160791500575923,4,2024,15,2,17011,35,37,1,2,44,1,2,2,1,1,40,1251.089,2310,1,1,2025,15,6,35,38,1,2,44,1,2,1,1,40,1111.0304,2310,1,1,1,0,still teacher
534406115838110,4,2024,6,1,17011,35,65,4,2,43,1,1,1,1,1,40,1381.5223,2310,1,1,2025,6,5,35,66,4,2,43,1,1,1,7,-1,1539.6686,-1,0,0,0,1,out of labor force
005150311858844,4,2024,16,1,17011,35,53,1,2,44,1,2,2,3,1,30,1246.7956,2310,1,1,2025,14,5,35,54,1,2,44,1,2,3,1,30,1182.3861,2310,1,1,1,0,still teacher
057397960630128,4,2024,8,3,17011,38,34,6,2,43,4,1,2,5,1,40,492.6803,2300,1,1,2025,12,7,38,35,1,2,44,4,2,5,1,40,443.3621,2310,1,1,1,0,still teacher
006100496366746,4,2024,15,2,17011,40,54,1,2,43,1,2,2,1,1,40,2268.6846,2310,1,1,2025,16,6,40,55,1,2,43,1,2,1,1,45,2398.9592,2310,1,1,1,0,still teacher
004063029111905,4,2024,15,2,17011,41,34,1,2,44,1,1,2,1,1,28,3061.7624,2330,1,1,2025,16,6,41,35,1,2,44,1,2,1,1,32,3149.1883,2330,1,1,1,0,still teacher
190929800104074,4,2024,13,4,17011,41,58,1,1,44,1,1,2,1,1,38,2285.1183,2320,1,1,2025,11,8,41,59,1,1,44,1,2,1,5,-1,3260.7684,-1,0,0,0,1,out of labor force
786436634060011,4,2024,15,4,17011,46,61,1,2,42,1,1,2,1,1,50,663.053,2320,1,1,2025,15,8,46,62,1,2,43,1,2,1,1,55,781.1954,2310,1,1,1,0,still teacher
044574390840198,4,2024,14,3,17011,48,33,1,2,43,1,2,1,1,1,40,5367.9711,2310,1,1,2025,14,7,48,34,1,2,43,1,1,1,1,40,5289.199,2310,1,1,1,0,still teacher
014677016918482,4,2024,15,2,17011,48,35,1,2,43,1,2,2,1,1,40,4212.0534,2310,1,1,2025,15,6,48,36,1,2,43,1,2,1,1,40,4783.8717,2310,1,1,1,0,still teacher
840312912263710,4,2024,16,1,17011,48,35,1,2,43,1,2,2,1,2,40,4812.848,2310,1,1,2025,16,5,48,36,1,2,43,1,2,1,1,40,5547.1998,2310,1,1,1,0,still teacher
150153900811934,4,2024,15,3,17011,48,54,1,2,43,1,2,2,1,1,45,4054.4411,2310,1,1,2025,16,7,48,55,1,2,43,1,2,1,1,45,3538.7374,2310,1,1,1,0,still teacher
481020102841434,4,2024,14,2,17011,48,30,6,2,39,1,3,2,1,1,24,6478.3545,2300,1,1,2025,14,6,48,31,6,2,39,1,2,1,1,25,4863.6991,2545,1,0,0,1,other occupation
003180460206589,4,2024,12,4,17011,48,56,6,2,44,2,1,2,1,1,40,4429.1179,2310,1,1,2025,12,8,48,57,6,2,44,2,2,1,1,40,4042.859,2300,1,1,1,0,still teacher
721300815930846,4,2024,14,2,17011,48,55,1,2,43,1,1,2,1,1,40,4658.6406,2310,1,1,2025,14,6,48,56,1,2,43,1,2,1,1,40,4157.0582,2310,1,1,1,0,still teacher
960728011409659,4,2024,16,3,17011,48,37,1,2,44,1,2,1,1,1,40,4124.6205,2310,1,1,2025,16,7,48,38,1,2,44,1,1,1,1,40,5464.0042,2310,1,1,1,0,still teacher
190723800805424,4,2024,15,3,17011,48,45,1,2,44,1,1,2,4,1,40,3740.0162,2310,1,1,2025,15,7,48,45,1,2,44,1,2,4,1,40,4820.934,2320,1,1,1,0,still teacher
511700800645557,4,2024,13,2,17011,55,47,6,1,44,1,1,1,5,1,40,6571.3751,2310,1,1,2025,13,6,55,48,6,1,44,1,1,5,1,40,6618.164,230,1,0,0,1,other occupation
006150519136235,4,2024,16,1,17011,55,42,1,1,42,1,2,2,1,1,40,3822.0135,2310,1,1,2025,16,5,55,43,1,1,42,1,2,1,1,40,5331.3192,2310,1,1,1,0,still teacher
772715020010019,4,2024,16,2,17111,2,45,1,1,43,3,2,2,1,1,60,734.0784,2320,1,1,2025,16,6,2,46,1,1,43,3,2,1,1,20,604.0364,230,1,0,0,1,other occupation
021153800330140,4,2024,11,2,17111,30,46,1,2,43,1,2,2,1,1,40,497.7356,2310,1,1,2025,16,6,30,47,1,2,43,1,2,1,1,40,509.8806,2310,1,1,1,0,still teacher
700473254011800,4,2024,16,4,17111,30,30,1,2,44,1,2,2,1,1,40,723.865,2310,1,1,2025,6,8,30,31,1,2,44,1,2,1,7,-1,864.0293,-1,0,0,0,1,out of labor force
040224153021400,4,2024,15,4,17111,40,49,1,1,43,1,1,2,1,1,40,2865.7968,2310,1,1,2025,16,8,40,50,1,1,43,1,2,1,1,40,3528.7063,2310,1,1,1,0,still teacher
211800301319147,4,2024,14,3,17111,41,42,1,2,44,1,2,2,1,1,40,3114.5225,2320,1,1,2025,15,7,41,43,1,2,44,1,2,1,1,40,2206.5526,2320,1,1,1,0,still teacher
655105014320520,4,2024,12,4,17111,56,54,1,2,44,1,2,2,1,1,50,388.6362,2320,1,1,2025,14,8,56,55,1,2,44,1,2,1,1,40,395.2926,2320,1,1,1,0,still teacher
421900402238650,4,2024,15,3,17111,56,48,1,2,44,1,1,2,1,1,40,356.9377,2310,1,1,2025,15,7,56,49,1,2,44,1,2,1,1,20,505.7455,2310,1,1,1,0,still teacher
115406314650370,4,2024,15,2,17011,11,38,1,1,44,2,1,2,1,1,40,802.7658,2310,1,1,2025,16,6,11,39,1,1,44,2,2,1,1,40,1227.0277,2310,1,1,1,0,still teacher
115406314650370,4,2024,15,2,17011,11,41,1,2,44,2,2,2,1,1,40,669.0629,2310,1,1,2025,16,6,11,42,1,2,44,2,2,1,1,40,601.2172,2360,1,0,0,1,other occupation
050661423051322,4,2024,11,1,17011,12,61,1,2,44,1,1,1,4,1,40,5185.4435,2310,1,1,2025,12,5,12,63,1,2,44,1,1,4,1,35,4967.6683,2861,1,0,0,1,other occupation
045685300010162,4,2024,16,3,17011,12,40,1,2,43,1,2,2,1,1,12,3668.074,2300,1,1,2025,16,7,12,41,1,2,43,1,2,1,1,30,4240.2283,2300,1,1,1,0,still teacher
006130118103152,4,2024,16,2,17011,13,35,1,2,44,1,2,2,1,1,40,3946.2851,2310,1,1,2025,16,6,13,37,1,2,44,1,2,1,1,40,4558.5264,2310,1,1,1,0,still teacher
330093041104955,4,2024,15,1,17011,13,47,1,2,44,1,2,2,1,1,24,4567.4197,2310,1,1,2025,16,5,13,48,1,2,44,1,2,1,1,24,4415.4001,2310,1,1,1,0,still teacher
890341242051930,4,2024,16,3,17011,13,47,1,2,44,1,2,2,1,1,45,4223.5716,2310,1,1,2025,16,7,13,48,1,2,44,1,2,1,1,40,3911.1552,2310,1,1,1,0,still teacher
031040108528116,4,2024,16,3,17011,13,43,4,2,43,1,3,2,1,1,40,4860.2088,2310,1,1,2025,12,7,13,44,4,2,43,1,2,1,1,40,5354.1161,2310,1,1,1,0,still teacher
081061021713065,4,2024,13,3,17011,13,69,4,1,40,1,1,2,1,1,40,4097.5986,2330,1,1,2025,16,7,13,70,4,1,43,1,2,1,1,40,3793.3031,2330,1,1,1,0,still teacher
180580900147962,4,2024,14,1,17011,21,41,1,2,44,1,1,2,1,1,40,3536.3113,2310,1,1,2025,14,5,21,41,1,2,44,1,2,1,1,40,4507.7529,2310,1,1,1,0,still teacher
180580900147962,4,2024,14,1,17011,21,38,1,1,44,1,2,2,1,1,40,3302.8598,2310,1,1,2025,14,5,21,39,1,1,44,1,2,1,1,40,4407.5574,2310,1,1,1,0,still teacher
041294310820122,4,2024,15,3,17011,22,56,4,2,43,1,1,2,1,1,40,1993.4346,2310,1,1,2025,12,7,22,57,4,2,43,1,2,1,1,40,1789.3987,2310,1,1,1,0,still teacher
